0.8991175390	0.1008824610
0.9018039847	0.0981960153
0.9018061819	0.0981938181
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.0856903689	0.9143096311
0.7481476527	0.2518523473
0.7645634667	0.2354365333
0.7663252223	0.2336747777
0.7663259370	0.2336740630
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7939880556	0.2060119444
0.8232448775	0.1767551225
0.8301132834	0.1698867166
0.8316555568	0.1683444432
0.8319983658	0.1680016342
0.8318458644	0.1681541356
0.8320405784	0.1679594216
0.8320837484	0.1679162516
0.5349865510	0.4650134490
0.7256458077	0.2743541923
0.8118677019	0.1881322981
0.8375618856	0.1624381144
0.8441956474	0.1558043526
0.8458427744	0.1541572256
0.8446794805	0.1553205195
0.8459618953	0.1540381047
0.8462769695	0.1537230305
0.8463542335	0.1536457665
0.8463731717	0.1536268283
0.5833448611	0.4166551389
0.7592350392	0.2407649608
0.7612398532	0.2387601468
0.7612573642	0.2387426358
0.7612575168	0.2387424832
0.4337094671	0.5662905329
0.8027533022	0.1972466978
0.8122260607	0.1877739393
0.8122846335	0.1877153665
0.8122849915	0.1877150085
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.2380138359	0.7619861641
0.4299060245	0.5700939755
0.5976987836	0.4023012164
0.5287241848	0.4712758152
0.6064902980	0.3935097020
0.6554935842	0.3445064158
0.6804005456	0.3195994544
0.6916848682	0.3083151318
0.6965298307	0.3034701693
0.6922980401	0.3077019599
0.6831407761	0.3168592239
0.6641624909	0.3358375091
0.6844240954	0.3155759046
0.6934307197	0.3065692803
0.6855670286	0.3144329714
0.6939229105	0.3060770895
0.6974720166	0.3025279834
0.6943717257	0.3056282743
0.5705029999	0.4294970001
0.4917281385	0.5082718615
0.5746109020	0.4253890980
0.6353988637	0.3646011363
0.6699012844	0.3300987156
0.6370152869	0.3629847131
0.6707288665	0.3292711335
0.6870804679	0.3129195321
0.6944333563	0.3055666437
0.6874160060	0.3125839940
0.6945805763	0.3054194237
0.6877429071	0.3122570929
0.6728852134	0.3271147866
0.6880705768	0.3119294232
0.6948673612	0.3051326388
0.4889421745	0.5110578255
0.5160226197	0.4839773803
0.6905445457	0.3094554543
0.6996368572	0.3003631428
0.6999862345	0.3000137655
0.6999994785	0.3000005215
0.6999999802	0.3000000198
0.6999999993	0.3000000007
0.6999999989	0.3000000011
0.7000000000	0.3000000000
0.7000000000	0.3000000000
0.7000000000	0.3000000000
0.6883806172	0.3116193828
0.6742433354	0.3257566646
0.6886909220	0.3113090780
0.6749061995	0.3250938005
0.6466801671	0.3533198329
0.6755908038	0.3244091962
0.5977130140	0.4022869860
0.7739727873	0.2260272127
0.7843231552	0.2156768448
0.7842893897	0.2157106103
0.7847848507	0.2152151493
0.7848067184	0.2151932816
0.7848076829	0.2151923171
0.7141031601	0.2858968399
0.7481805303	0.2518194697
0.7472555312	0.2527444688
0.7539104665	0.2460895335
0.7549999489	0.2450000511
0.7549656062	0.2450343938
0.7551709222	0.2448290778
0.6247409441	0.3752590559
0.5693417817	0.4306582183
0.5023425720	0.4976574280
0.5901385019	0.4098614981
0.6480214776	0.3519785224
0.6776041840	0.3223958160
0.6547429083	0.3452570917
0.6146009221	0.3853990779
0.6612035189	0.3387964811
0.6836171467	0.3163828533
0.6933087238	0.3066912762
0.6973052737	0.3026947263
0.6989209935	0.3010790065
0.6995689493	0.3004310507
0.6998279597	0.3001720403
0.6999313610	0.3000686390
0.6998509748	0.3001490252
0.4231071953	0.5768928047
0.5075109110	0.4924890890
0.4317553018	0.5682446982
0.3760205994	0.6239794006
0.4465743215	0.5534256785
0.5330825550	0.4669174450
0.4190722229	0.5809277771
0.5415095236	0.4584904764
0.4514042008	0.5485957992
0.3935447694	0.6064552306
0.5105765625	0.4894234375
0.6269746546	0.3730253454
0.5321141016	0.4678858984
0.6428172912	0.3571827088
0.7074965206	0.2925034794
0.7359182174	0.2640817826
0.4900209968	0.5099790032
0.5751804899	0.4248195101
0.6367879870	0.3632120130
0.5817128697	0.4182871303
0.5077965973	0.4922034027
0.4345916763	0.5654083237
0.3809561186	0.6190438814
0.4560522817	0.5439477183
0.5441870963	0.4558129037
0.4676648686	0.5323351314
0.4033612824	0.5966387176
0.6922440637	0.3077559363
0.7307806264	0.2692193736
0.7451278136	0.2548721864
0.7500901822	0.2499098178
0.7467363317	0.2532636683
0.4176446225	0.5823553775
0.3750977229	0.6249022771
0.4512424196	0.5487575804
0.3962330132	0.6037669868
0.3628555673	0.6371444327
0.4331604508	0.5668395492
0.5230830687	0.4769169313
0.1768007906	0.8231992094
0.2275259738	0.7724740262
0.5331952691	0.4668047309
0.4343627844	0.5656372156
0.6508755481	0.3491244519
0.5953996217	0.4046003783
0.6858880799	0.3141119201
0.6983472991	0.3016527009
0.3211190160	0.6788809840
0.3126307156	0.6873692844
0.3088430271	0.6911569729
0.3071828872	0.6928171128
0.3064609711	0.6935390289
0.3538902280	0.6461097720
0.3281878578	0.6718121422
0.3946469344	0.6053530656
0.3498859373	0.6501140627
0.4302979220	0.5697020780
0.3714113896	0.6285886104
0.4615493485	0.5384506515
0.3926249424	0.6073750576
0.3487408173	0.6512591827
0.3256396512	0.6743603488
0.3146868479	0.6853131521
0.8991175390	0.1008824610
0.9018039847	0.0981960153
0.9018061819	0.0981938181
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.0856903689	0.9143096311
0.7481476527	0.2518523473
0.7663176080	0.2336823920
0.7663260166	0.2336739834
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7939880556	0.2060119444
0.8232448775	0.1767551225
0.8301132834	0.1698867166
0.8316555568	0.1683444432
0.8319983658	0.1680016342
0.5349865510	0.4650134490
0.5193337937	0.4806662063
0.5140797142	0.4859202858
0.7123000813	0.2876999187
0.6187715943	0.3812284057
0.7700803268	0.2299196732
0.8258277523	0.1741722477
0.8412173240	0.1587826760
0.8451064863	0.1548935137
0.8423660017	0.1576339983
0.4337094671	0.5662905329
0.8027533022	0.1972466978
0.8122260607	0.1877739393
0.8122846335	0.1877153665
0.8122849915	0.1877150085
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.5833448611	0.4166551389
0.5594640565	0.4405359435
0.7588656489	0.2411343511
0.7612366167	0.2387633833
0.7612573360	0.2387426640
0.7612575165	0.2387424835
0.2380138359	0.7619861641
0.6485229711	0.3514770289
0.6347546537	0.3652453463
0.6204211126	0.3795788874
0.6965982844	0.3034017156
0.6950052589	0.3049947411
0.6927045238	0.3072954762
0.6894237796	0.3105762204
0.6995931532	0.3004068468
0.6999845769	0.3000154231
0.6999770986	0.3000229014
0.5977130140	0.4022869860
0.7739727873	0.2260272127
0.7843231552	0.2156768448
0.7847863418	0.2152136582
0.7848067842	0.2151932158
0.7141031601	0.2858968399
0.7481805303	0.2518194697
0.7472555312	0.2527444688
0.7539104665	0.2460895335
0.7549999489	0.2450000511
0.7549656062	0.2450343938
0.7549257029	0.2450742971
0.7551644650	0.2448355350
0.5976987836	0.4023012164
0.6505930287	0.3494069713
0.6780785826	0.3219214174
0.6906679209	0.3093320791
0.6796801713	0.3203198287
0.6913701102	0.3086298898
0.6811663777	0.3188336223
0.6602134453	0.3397865547
0.6211327432	0.3788672568
0.5597908834	0.4402091166
0.4854720850	0.5145279150
0.4191713182	0.5808286818
0.3743433142	0.6256566858
0.5705029999	0.4294970001
0.4917281385	0.5082718615
0.5746109020	0.4253890980
0.4963874942	0.5036125058
0.8991175390	0.1008824610
0.9018039847	0.0981960153
0.9018061819	0.0981938181
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.9018061837	0.0981938163
0.0856903689	0.9143096311
0.7481476527	0.2518523473
0.7663176080	0.2336823920
0.7663251413	0.2336748587
0.7663260200	0.2336739800
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7663260204	0.2336739796
0.7939880556	0.2060119444
0.8232448775	0.1767551225
0.8301132834	0.1698867166
0.8316555568	0.1683444432
0.8319983658	0.1680016342
0.8320743912	0.1679256088
0.8320912429	0.1679087571
0.8320949779	0.1679050221
0.8320958056	0.1679041944
0.8320959891	0.1679040109
0.8320959075	0.1679040925
0.5349865510	0.4650134490
0.5193337937	0.4806662063
0.7157550713	0.2842449287
0.6219413751	0.3780586249
0.5564431912	0.4435568088
0.5271385948	0.4728614052
0.7207602278	0.2792397722
0.8102277624	0.1897722376
0.7533414975	0.2466585025
0.8207622283	0.1792377717
0.8399052910	0.1600947090
0.8447804744	0.1552195256
0.8459867430	0.1540132570
0.8462830649	0.1537169351
0.8463557276	0.1536442724
0.8463735379	0.1536264621
0.8463609385	0.1536390615
0.5833448611	0.4166551389
0.7592350392	0.2407649608
0.7572877266	0.2427122734
0.7612227557	0.2387772443
0.7612572153	0.2387427847
0.7612575155	0.2387424845
0.7612575181	0.2387424819
0.7612575181	0.2387424819
0.7612575181	0.2387424819
0.7612575181	0.2387424819
0.4337094671	0.5662905329
0.8027533022	0.1972466978
0.8122260607	0.1877739393
0.8122805188	0.1877194812
0.8122849663	0.1877150337
0.8122849916	0.1877150084
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.8122849937	0.1877150063
0.2380138359	0.7619861641
0.4299060245	0.5700939755
0.4889421745	0.5110578255
0.5160226197	0.4839773803
0.5306549995	0.4693450005
0.6915365618	0.3084634382
0.6996754225	0.3003245775
0.6995185396	0.3004814604
0.6992862011	0.3007137989
0.6989425605	0.3010574395
0.6999598763	0.3000401237
0.6999984798	0.3000015202
0.6999999424	0.3000000576
0.7612575181	0.2387424819
0.7612575181	0.2387424819
0.7612575181	0.2387424819
0.7612575181	0.2387424819
0.7612575181	0.2387424819
0.7612575181	0.2387424819
0.7612575181	0.2387424819
0.6999999145	0.3000000855
0.6999999968	0.3000000032
0.6999999999	0.3000000001
0.5977130140	0.4022869860
0.6775117690	0.3224882310
0.7080490781	0.2919509219
0.7810552190	0.2189447810
0.7846414253	0.2153585747
0.7848003910	0.2151996090
0.7848074038	0.2151925962
0.7848073805	0.2151926195
0.7848073555	0.2151926445
0.7848073287	0.2151926713
0.7848072999	0.2151927001
0.7848072691	0.2151927309
0.7848077072	0.2151922928
0.7848077265	0.2151922735
0.7848077265	0.2151922735
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7848077274	0.2151922726
0.7141031601	0.2858968399
0.7142387944	0.2857612056
0.7143545985	0.2856454015
0.7482259895	0.2517740105
0.7540705477	0.2459294523
0.7550259190	0.2449740810
0.7551806807	0.2448193193
0.7551757853	0.2448242147
0.7552049222	0.2447950778
0.7552096341	0.2447903659
0.5976987836	0.4023012164
0.6505930287	0.3494069713
0.6047591512	0.3952408488
0.6545398761	0.3454601239
0.6799513880	0.3200486120
0.6578075296	0.3421924704
0.6169516332	0.3830483668
0.6611429538	0.3388570462
0.6227639856	0.3772360144
0.6641997408	0.3358002592
0.6281921811	0.3718078189
0.5699172203	0.4300827797
0.6341132880	0.3658867120
0.6700069393	0.3299930607
0.6870779537	0.3129220463
0.6945710595	0.3054289405
0.6977437449	0.3022562551
0.6990665693	0.3009334307
